Interactor 1	Interactor 2
wdp	CG31743
N	Hip1
Or47b	Or88a
okr|p53	mei-W68
bsk	syd
Tm1|osk	E(To)6
mei-41	rad201
Smn	14-3-3ε
bi	puc
Raf	ER3-3
ND-42	Atg18a
dind	bam
Delta|lola|psq	mir-8
spen	pnt
vtd	Dsp1
br|Mef2	twi
goe	aos
Nf-YA	Dll
Rnf146	Stat92E
Myc	Diap1
tap	dsh
mi	mir-308
Dg	Rack1
hh	mam
Zdhhc8	Ras64B
Ca-α1D	cac
pk	hwt
nopo	Uev1A
hep	cbt
pnr	EP3140
sens	Arf6
sd|yki	Tgi
LIMK1	Cdc42
trp	Atg1
spn-D	mei-41
Egfr	Su(tor)2-278
H	rho
cindr	CG17721
Ire1|scrib	Diap1
mol	puc
trx|ash1	sxc
Dg	dysc
ave	Raf
alc	norpA
GluRIIA	wit
fzr	Fas2
lola|psq|Delta	Ide
sd	brm
Smox	CG12182
osa	geminin
Rala	N::sev
pins|Pfdn2	αTub84B
rpr	Sp1
trc	Csas
bw	Daxx
brat	pros
Raf|scrib	hep
hoka	yki
Usp7|bur	Bre1
vap	Atg5
Nsf2	Lon
vg	Pc
E(z)	osa
mi	mir-2b-2
Lrrk	mir-let7
p53	Wee1
spn-F	IKKε
wnd	Dscam1
Abd-B	Pcl
Wnt2|wg	Wnt6
Cdc50	drpr
nkd	por
gig|Rbf	S6k
numb	fru
Fatp1	Arr2
Dark	Dronc
sd	ph-p
N	Hex-A
Delta	eyg
MAGE	spn-A
smo	E(smoDN)845
H	14-3-3ζ
ap::Chi	Chi
Itpr	ple
Arpc1	Pldn
Dsor1	Su(SuRaf1)IV
aos	rno
Raf::tor	Sps1
Ctr1B	Ctr1C
sNPF-R	mnb
w	Dcr-2
rpr	puc
Traf-like	Zw
ct|lncRNA:flam	Su(var)3-7
SCAR	Vrp1
vvl|Lim3	tup
sicily	Bsg
scrib	Ire1
eIF4E1	pum
Ret	dj-1β|DJ-1α
Rac1	Rac2
L	Low
orb	CkIIβ
Myc	run
InR	Pi3K92E
Apc	ebd1
Ptpmeg	Ras85D
w	su(w<up>a</up>)
Ras85D	Tace
Lar	Rac1
upd1	cpo
ZnT86D	Zip99C
egr	G56
Pvr	Mtl|Rac1|Rac2
Rrp4	Atg17
hop	Gαf
Jra|kay	sgg
ex	tai
RhoGAP19D	Pak
poe	ine
trbl	bam
Atg1	Rab11
Csk	shg
Dg	wg
Rab21	upd3
cni	grk::cni
Egfr	bs
pygo	lgs::pygo
pbl	amn
dom	Chd1
Rho1	dia
rhi	lok
tws	spn-A
mrva	shg
ath	p53
Hsc70-5	Eps-15
Su(var)3-3	Fkbp39
synr	Atg12
kn	Imp
plum	Smox
Raf	kis
aph-1	N
repo	NimC4
thr	Cenp-C
mar	Osbp
Prosβ6	Atg1|mask
DCTN1-p150	SG16
kon	Lar
mGluR	Fmr1
Ret	l(3)S000710
Nsf2	GS14505
Rheb	zfh2
Magi	arm
dom	RYBP
PpV|Ras85D	fmt
InR	Pten
gbb	Med
Pisd	Ppt1
Pi3K92E	E-3c7
rpr	Su(z)12
crb	grnd
park	Marf
Su(H)	CtBP
eIF4E1	Dcr-2
ND-42	LRP1
Snr1	Polr2A
Tsc1|gig	Ras85D
Der-1	Decay
Rac1	wit
l(2)gl|Ras85D	lic
tx	Adar
mbl	CG31751
N	upd3
rpr	mir-14
cindr	sinah
Cdk2	rl
ftz-f1	EcR
Poxm	Myc
L	Myc
dco	pk
Pink1	AMPKα
Myb	Cdk1
PTPMT1	MP1
sina	ES1-1
kon	metro
foxo	S6k
Ras64B	Ras85D
brat	ato
Hsc70-5	Snap25
puc|Moe	Rho1
hid	sav
Gr32a	TrpA1
RluA-1	RluA-2
tyf	per
IKKε	Rab11
grim	DCAF12
Syx1A	Gmd
Dd	Dgk
mts	numb
Ask1	Hr38
lok	CG2003
RYBP	trx
sl	aos
Idh	p53
EndoU	Arlr
rut	gbb
B-H1	Ras85D
Nadk1a	Cds
Rbf	sgg
Droj2	Arf4
mop	mys
Uch	sgg
Egfr	upd1
Nlg4	Mad
CycB	sced
w	Mow
Trim9	robo1|fra
Spc105R	sub
p53	wts
Su(z)12	htt
Gli	puc
Mitf	Vha55
z	Scm
Cep104	Cep97
p53	fzy
asp	rl
Nrt|Abl	Abl::Hsap\ABL1::Hsap\BCR
Gαo	fz
Sox21a	puc
SREBP	Pdha
pros	Nf-YC
Pld	laza
Delta|twin	CycB
sina	pnut
Csk	p120ctn
mei-41	tws
RhoGAP19D	Fas2
if	Pgant3
N	cp
RpS3|yki	bsk
mav	gbb
l(3)mbt	nanos
Egfr	bon
Alg3	hpo
dpp	p38b
ex	sd
msn	stck
for|foxo	Lrrk
aop	Su(H)
J	M(2)p
Lar	trio
chb	tra2
fmt	puc
C1GalTA	Hml
Bx	CG11334
faf	eff
Egfr	Phb2
yki	14-3-3ζ
scrib|Xbp1	bsk
upd1	Rho1
Egfr	Dsor1
shg	brm
Atf3	Jra
Stam	Rbf
upd1	l(1)3Ag
wg	eEF1α1
Ubx	pb
Rh3	ninaC
Gadd45	hep
Ddrgk1	Thor
Rab23	fz
Npc1a	sit
shot	Msp300
Antp|Pc	brm
Cln3	foxo
eas	Itgbn
park	ref(2)P|cnc
H	Eip78C
Vap33	ppk30
sina	gl
Sema1a	dally
hng1	CG4404
arm	pav
Abl	Ama
Bar	Low
tor	Su(tor)2-180
dpp	Bar
Acn	Akt
RacGAP84C	ckd
spin	sax
pbl	iPLA2-VIA
tor	Su(tor)1-1
sev|Ras85D	trx
Ubx|RYBP	Pc
S|rho	spi
Ubx	Chi
ND-42	Vps26
grh|Chro	pros
wg|nito	spen
Raf	SR3-10
Rala	Mekk1
bw	Prp3
shg	lilli
rdgB	norpA
pbl	shot
Ras85D	fzy
sev|Ras85D	tws
wake	jhamt
Orco	Ir8a
Rel	IBIN
Dg	Dad
Acn	Pp1-Y1
LamC	foxo
tal	N
Socs36E	Cbl
crol	E2f1
csw	pnt
Ras85D|l(2)gl	pnt
krz	mthl1
CSN5	mei-41
plu	CycB
Pink1	Zip99C
cno	ena
flw	btl::Egfr
CycE	dsh
EcR	grim
cac	P32
Kr	Stip1
gro	btl::Egfr
trc	Nurf-38
Imp	chic
Ras85D	Su(Tpl)
Apc2	dia
brm	N
ninaE	Erasp
aop	lilli
p115	Grasp65
su(Hw)|w	Pc
hid	Ack
H	esg
Aduk	Atg1
Cdk5α	Cdk5
ninaE	Cdk5α
msi	ttk
CG3632	tkv
rpr	upd3
E2f1|Dp	Pc
Pc	btl
Dys	kis
CapaR	Akh
unc-5	Fas2|beat-Ia|Nrg
mira	Su(Mir)3
disp	hh
Ret	l(3)j4B9
jus	E(sda)H
nmo	msn
qsm	Rok
pbl	Cdc14
Delta	Cph
Atg12	sqh
Sse	Su(var)205
cindr	Cul1
tum	Pak
Noc1	RpL14
Camta	Fbxl4
Ctr1B	ATP7
Ser	Delta
sgg	brm
Pink1	β4GalNAcTA
Pi3K92E|btl::Egfr	Pten
scrib|Ire1	bsk|Atg13
Egfr	geminin
grim	JMJD6
brat	PAN2
spz	pip
Snr1	CG11151
csw	E(spl)m8-HLH
brm	pyd
L	mTor
Ras85D|l(2)gl	wupA
Cul3	hts
htl	rasp
Pp2B-14D	CE2-1
Raf	14-3-3ε
Doc2	pnr|tin
b	r
Antp	Glut4EF
Hsc70-5	Drp1
shg	Traf4
L	ras
Gαq	Rab3
pbl	Cam
dx	Hip1
foxo	Gycα99B
w	RpLP0
kuz	N
Atg9	puc
upd3	Stat92E
Spn27A	PPO1
Delta	E(Delta)9P39.8
Dcp-1	aop
trx|ash1	Kdm5
sl	rl
put|NiPp1	Pp1-87B
scrib	dome
sev	mask
tor	Su(tor)2-48
Ubqn	ATP6AP2
Adck1	YME1L
p53	mei-W68
Sirt1	foxo
fru	ac
Sar1	bnl
ken	cad
trr	kis
ptc	Su(fu)
Decay	Atg18a
neur	Neurl4
pnt	btd
Seipin	SCAP
Hr51	Rheb
mei-S332	polo
aop	ed
Ire1	bsk
Ras85D|l(2)gl	puc
twin	bam
Rsf1	B52
Syx7	Moe
TrpA1	CCKLR-17D3
Diap1	lncRNA:Hsrω
Sin3A	pan
Axn	SREBP|lgs
trol	CycB
stau|BicD	Dhc64C
Orc2	htt
Syt4	Syx4
Dfd	pb
unc-5|Nrg	beat-Ia
Vap33	Thor
sina	E(sina)46C
comt	ovr
hh	Rab8
dpp	hep
Ras85D	MESK1
Pink1	Ucp4A
CycE	l(1)air6
fw	stan
Ras85D	gl
pico	bs
pal	aurB
sky	Rab35
S	capt
Hr51	Eip75B
ex|mtm	Rab11
E2f1|Dp	EcR
Vps13D	Marf
pb	RasGAP1
stumps|btl	stan
Appl	sra
TM4SF	cher
eve	grn
bchs	nSMase
Trl|Ubx	pho
CycE	S(Sev-CycE)D17
Ras85D|Apc	Pten
vir	msl-2
mxc	brm
crc	Su(crc)
Delta	DCTN1-p150
smo	E(smoDN)2162
pad	sc
GckIII	stv
bnl	sgl
sty	sip3
slmb	cnc
TrpA1	NPF
Vap33	Nup75
Octβ1R	Octβ2R
Rpn9	sima
Cln3	Sod1
puc	kay
ush	htl
Syx17	Rab11
Aplip1	Klp64D
Myc	Su(z)2
Ras85D	SR3-2
rictor	mora
nmo	shg
ZnT63C|Zip42C.1	ZnT35C
Ire1	Atg13
Cdc16	Nek2
hry	l(1)sc
Myt1	cid
cry	gl
aos	rho-5
Bre1	Delta
Stim	Rala
Gαq	robo1
mi	mir-13b-2
Mitf	spin
sgg	wnd
tor	Su(tor)2-191
cindr	Mrgn1
Fmr1	CenG1A
ro	Su(ro<up>DOM</up>)3023
shot	sqh
Arf6	amn
pim	Cenp-C
Pi3K92E|btl::Egfr	Sln
rho-7	park
brk	yki
mira	spir
Ras85D|Uba1	egr
Abl	fax
Src64B	Rho1
synr	Atg18a
Ptp10D|Ptp4E	exp
ap|Bx	EP3-1789
mys	2R-L
Mtl	Cdc42
N	RpL19
Rok	jub
Ras85D	ER2-8A
ss	Dll
Dys	Sdc
hpo	dome
Itpr|Gαq	SERCA
Lim1	Chi
Smox	Cluap1
chico	foxo
salm	aos
mir-279	upd1
pbl	Ptp4E
stumps	robo2
trc	Rala
slpr	raw
Syn1	Syn2
corto	E(z)
dsh	kay
mtm	Mer
bw	Mod(Prat:bw)3-12
AMPKα	ACC
IM33	TrpA1
Pect	Pisd|Pss
sc	E(spl)mδ-HLH
Paip1	crc
foxo	Gycβ100B
fru	Smr
mts|polo	Dronc
Bx	vg
arm	rept
gcm	crol
cpa	yki
boss	cdi
grim	pnut
mop	Rab4
park	Sting
robo1|robo2	Abl
a(2)48	a(1)48
tor	Su(tor)2-341
ArfGAP1	Cds
Tm1|osk	E(To)13
norpA	NUCB1
rpr	upd2
hid	CG1503
Tm1|osk	mago
Pc	lolal
zfh2	Tsc1|gig
Dcr-2|Rabex-5	Ras85D
step	Rho1
trol|eve	CycE
BEAF-32	yki
CycD|Cdk4	Rbf
rpr	lz
Syx4	Nrx-1
Raf::tor	rl
Mhc	rhea
trbl	S6k
Fer2	Sod2
Sarm	axed
Antp	M(2)56F
uif	Delta
RecQ5	mei-41
fh	Cat
Dscam1	Pak
mahj	yki
Egfr	emc
bs	csw
ap|Bx	chm
EcR	rpr
su(Hw)|ct	Nipped-B
Ras85D	puc
hop	E(hop<up>Tum</up>)
Delta	RpL19
ft|mtm	Rab11
ash1|trx	Su(z)2
wake	InR
Apc	CG13895
Myc	sisA
Sce	pds5
pbl	Lk6
hid	Dronc
Tmep	Itpr
Ret	l(3)S023708
ci	wg
RpL15|N	Su(var)205
gro	klu
crb	Schip1
Dcp-1	Atg6
Delta|twin	upd3
Lrrk|foxo	Dronc
wg	cg
Dfd	dfc
ash1	dom
ksr	aop
park	Ask1
Tsc1|gig	CycD|Cdk4
scrib	Pino
X11Lβ	X11L
E2f1	kis
Pngl	tkv
Raf::tor	csw
PGRP-LC	CG8046
Fdh	for
αSnap	spz3
nmo	bsk
Syt1	Syt7
Fak	Sema1a
Iswi	htt
dally	wdp
if	cass
norpA	diehard3
Trap1	foxo
Ras85D	MESR6
tor	Sos
Vang	Rac1
cindr	CG7376
Ssdp	CG2767
Cbl	spri
w	e(w<up>e</up>)
L	smo
Acn	Atg1
Wee1	trbl
Nsf2	CG4119
E2f1	brm
mir-958	cbt
Pld	AP-2α
PGRP-LF	Rel
Delta	Su(Delta)F116
NetA	Sema2a
Acsl	wit
brm	GluRIIB
Pi3K92E	ebi
pbl	vib
ey	so
fzr	Ubc10
trx|brm	Pc
N	ND-75
cindr	sordd1
H	Rga
cpb|cpa	Zyx
WASp	Cdc42|Cip4
Ets21C	upd3
ash1|trx	Su(z)7
dpp	Su(dpp)YE2
egr	hrm
Vav	Sos
Dis3	Ras85D
Btk	tsr
upd1	Cdk1
ph-p	lolal
ato	dos
Snr1	bs
cry|Rh7	Rh4
wdp	Pka-C1
ed	ed::shg
Hipk	bsk
smo	E(smoDN)2583
pnr	EP1555
grim	Psn
tsh	tio
Tsc1	Rbf
park	Fundc1
E(z)	sls
DCTN1-p150	EG28
Prp19	Rbfox1
wit	CCAP|Mip|Pburs
Tak1	S6k
CycE	Hsc70-4
sv	ttk
Delta|mir-7	boi
TBPH	Rab11
Ras85D|dlg1	trbl
Sxl	Su(Sxl<up>fs</up>)X2
S6k	bun
SNF4Aγ	Hmgcr
Nsf2	Ubi-p5E
lt	Su(var)205|E(Pc)
Catsup	btl
unc-5	fra
pnt	ase
RPA3	yki
Itpr	Dcr-2
park	Fundc1|Uch
sli	Abl
Mef2	br
robo1|sli	Abl
Pvr	robo2
ksr::tor	pnt
RacGAP84C	Gtpbp2
peb	Acsl
Prat	Prat2
mam	Lk6
H	puc
fu	hh
foi	Zip42C.1
IKKε	Dark
Raf::tor	Hsp83
AMPKα	S6k
Ras85D	Csk
lz	z
cic|bwk	Src42A
Ras85D|scrib|Ets21C	ftz-f1
Tl	Gprk2
Pi3K92E	foxo
upd1	Sodh2
z|w	mw
Egfr	tws
Myc	Hex-A
Csk|ASPP	Btk
Pi3K92E	btl::Egfr
Ras85D|l(2)gl	Tak1
tup	ap
tkv	Lpt
unc-5	robo1
Dys	Lis-1
gig	srl
Pten	Tsc1
arm	Abl
beag	Fas2
sog	tkv
Cdc7	Rif1
Nsf2	Pdss2
ago	awd
Ssdp	Xbp1
trx	CCT7
COX5A	SNF4Aγ
Ppt1	sax
ct	eIF4E1
Torsin	Lpin
Ets21C	Eip93F
Slik	Moe
α-Cat	shg
CG9003	slmb
Pi3K92E|btl::Egfr	Myc
gish	Dcr-2
sisA	Sxl
wts	Nmnat
dome	Diap1
Tsc1|gig	Myc
tup	Bar
Egfr	AdamTS-B
gish	so
w	Ufo
enc	Ubc2
Delta	Sik2
Lar	RhoGAP100F
NPF	AkhR
mys	crol
btl	Rac1
Impβ11	sax
Tip60	E(Pc)
Pi3K92E	Akt
N	jigr1
Ret	l(3)S090114
prel	Buffy
fzr	Nek2
scrib	PEK
Pten|mTor	ImpL2
nito	spen
hbs	Nct
Delta|Not3	upd3
hpo|ci	wts
l(1)sc	emc
Rac1	puc
Ubx	hth|exd
bchs	Syx1A
Apc2|brat	arm
Cip4	Arp3
Nsf2	Ser
Mnat9	hpo
tor	dpp
kat80	ttk
sw	dop
Pngl	ENGase
vap	drk
Strip	Rab5
smi51A	scrib
btl|stumps	ball
mys	puri
park	Sod2
acj6	ct
trx	EloA
H	ey
hpo	Tao
spi	rho
kermit	mwh
Delta	CRMP
N	sgg
Grx1	Ctr1A
Rac2|DAAM|Rac1	Mtl
Trl	msl-2
park	Fer2
hppy	S6k
bin3	bcd
bs	Mer
smo	S(smoDN)395
Oamb	Mmp2
Ras85D	Pten|Apc
okr	mei-W68
Psn	sfl
Vap33	S6k
ATP8B	Or67d
NimB4	Rab7
fzr	Lrp4
nAChRα4	qvr
Dis3l2	Idgf2
Dys	Dad
ft|mtm	Rok
Bug22	TTLL3B
pins	mgr
N	anon-VIII
smo	E(smoDN)1422
Ras85D|Stim|Orai	bsk
btl|stumps	EP595b
Pu	btl
Raf	ER2-7A
Dad1	PEK
MESR4	H
mir-210	SREBP
H	CkIα
Khc::Ggal\MLCK	Sos
dpp	Su(hh)II
ro	E(ro<up>DOM</up>)1777
CycB	robl
Xpd	Ciao1
Shrm	jar
brwl	stwl
Atg1	nwk
egr	Cat
hh	Psc
arm	tyn
Ras85D	Bap170
Pi3K92E	RpS13
ft|mtm	Pi3K68D
anchor	put
Ilp6	InR
gfzf	Drp1
slbo	AP-2α
CycE	scb
Cds	rdgA
Nsf2	CG3603
E(spl)m4-BFM	H
unc-5	NetA|NetB
yki|14-3-3ε	14-3-3ζ
pbl	CalpA
Smox	Pih1D1
ERp44	Itpr
hh	trol
w	RevIII-3y
AP-1μ	Delta|Ser
lola|psq|Delta	Liprin-α
TkR99D	Gβ5
Gug	mTor
CycE	S(CycE<up>JP</up>)13S1
lok	E(spl)m7-HLH
InR	PIP4K
Dcr-1	mei-P26
beat-Ia	unc-5
Slimp	Dcr-2
sli|shot	kra
AIF	Diap2
shtd	lmgA
Egfr	tay
Prosβ6	Atg18a|mask
Chmp1	aos
dom	HP1c
elg1	enok
Chchd2	Mics1
ksr::tor	Ras85D
trp	Opa1
Ras85D|dlg1	Akt
SH3PX1	Ets21C
Pka-C1	loco
Rab23	in
pnr	EP924
Fab-8	CTCF
Src42A	Su(tor)2-113-31
hh	sc
robo1	gbb
sv	pros
Delta	Fen1
peb	DCTN2-p50
p38b	Sod2
YME1L	HtrA2
park	GstO2
hng1	jing
PlexA	14-3-3ε
pnr	L
Snr1	Spn28Da
pdm2	insc
Tm1	Khc
ninaE	Vajk2
Cdc42	N
Lasp	osk
Gαo	pins
rho	aos
Rac2|Rac1	stumps
rut	DopEcR
Vav	Mtl
mi	CycE
Prosβ2	Prosα2
trio	seq
fzr	Ercc1
CycE	wg
Trpγ	Calx
vn	rl
rux	ebi
dom	M1BP
Polr2B	su(RpII140<up>Z36</up>)S13
hep	Xbp1
Rac2	ttk
lok	EP417
ci	arm
stet	Raf
Rbf	mir-ban
Dp|E2f1	Rbf
Ced-12	Eato
sl	S
mad2|bsk	Debcl
cac	mle
kon	Kul
MAPk-Ak2	Mkk4
Delta|twin	Fancl
png	CycB
cno	bsk
PPO1	Prx2
nanos	Hsp83
Tl	Gyc76C
mam	lilli
Lrrk	tsr
Pink1	dnk
Ras85D	idc
jus	CadN|shg
boi	ihog
fzr	Cam
Ank2	Dark
HUWE1	Traf6
Chi	Ssdp
N	Myc
sc	Sumo
Csk	bsk
Dd	dpp
smo	E(smoDN)1496
N	anon-XII
net	Mer
aos	Hsp60D
Traf4	Diap1
Lrt	robo1
LamC	S6k
mira	exu
Cks30A	Cdk1
Cdc42	WASp|Cip4
hdm	pch2
brat	CkIα
pnr	tara
Egfr	Acn
sca	Delta
Roc1b	Roc1a::Roc1b
htl	nst
peb	Sec61α
Sxl|Su(var)205	cav
Dronc	Diap2
Smox	brat
ph-p	M(2)56F
wls	sona
spok	spo
Su(Raf)43B	Egfr
Past1	Amph
Bfc	crq
Dfd	fs(1)h
arm	wg
Prosβ6	numb
w	E(w<up>a</up>)
smo	eIF1A
Snr1	CG3662
tRNA:iMet-CAT-1-3	RpS3
so	so::Optix
comt|SERCA	Ras85D
wts	Hrb27C
Smox	rpk
Haspin|Pc	pds5
arm	Arp3
Ppt1	fs(1)N
kay	Mbs
faf	pbl
sev	Mkp3
Ret	Nek2
mir-1000	GluRIA
hid	Ret
Akt	Thor
Txl	Ddc
slif	Gcn2
dgo	fwd
sl	Sos
CtBP|egr	Ilp8
pix	RpS3
svp	mbl
Ace	Pka-R1
upd1	Ssdp
ro	E(ro<up>DOM</up>)1801
N	px
spin	Hrs
y	mod(mdg4)|su(Hw)
Nsf2	cpo
sens	HDAC1
ksr::tor	14-3-3ε
H	CycB3
pbl	imd
Moe	Rok
hh	pho
Ero1L	Xbp1
cwo	Cipc
Eip78C	Diap1
CycE	trx
mbc|Ced-12	Rac1|Rac2
Rap1	rl
H	Sirt1
nmo	H
jeb	Ras85D
dpp	Su(hh)I
CkIIα	orb
LKRSDH	EcR
Atg9	Atg1
dally	Dad
Gαi	meru
14-3-3ε	foxo
ph-p	M(2)58F
dom	jigr1
hid	E(rst)H42
peb	dpp
Antp	srn
park	cGlr1|cGlr2
Mnat9	bsk
baz	alt
Tsc1|gig	Cdk8
Tsp42Ej	ninaE
ksr::tor	cnk
β4GalT7	β3GalTII
smo	S(smoDN)204
spn-A	PolQ
btl|stumps	EP2204
pnr	EP787
sli	robo1|Abl
bw	LS2
Marcal1	Pcl
stan	in
br	Mcr
SkpA	wnd
gsb	Myc
sli	mys
Neto	mtg
Btk	Src64B
dac	Myc
asp	Rel
ct	E(z)
spdo	tmod
per	per::Dpse\per
ZnT63C|Zip42C.1	ZnT33D
ct	osa
Snr1	Mmp2
arm	gro
Dsor1	aop
Zip71B	ZnT77C
ato	Raf
dom	Lk6
raw	hiw
N	Mo25
Arms	Cat
p38a	Duox
Hmgcr	disp
fng	toe
ct	Sph35
Dok	Jra
PlexA	if
hdm	Sirt1
Nf1	Hs3st-B
ACC	arm
trx|brm	Kdm5
SH3PX1	rho
L	EP3123
Ras85D|dlg1	S6k
Ras85D|scrib	Mad
Myc	Gcn5
amn	rut
Dcr-2|Snr1	kibra
H	ckd
upd1	Elp6
mxc	TotB
ci	en
fus|cact	Egfr
egr|CtBP	hep
pnr	Fmr1
bam	Nedd8
Pcl	rept
Nsf2	igl
yki	Diap1
synr	Atg8a
sina	ES3-1
Ras85D|p53|Apc|Pten	gig
HnRNP-K	N
Bub3	CG44247
rg	soba
Syx7	yki
Mitf	Vha13
gcm	osa
ac	Egfr
Cyfip	WASp
Nak	numb
lqf	Chc
ocm	msl-1
Rbf|gig	E2f1
nmo	Delta
aop	EY2-8
pbl	trem
E(Pc)	Egfr
eas	cac
Dora	Arp3
csw	Stat92E
dachs|ft	yki
brm	CanA1
peb	Sec61β
Sdc	dlp
Mhc	Swg
Dcp-1	S6k
Tace	comm
Ubx	Delta
PTP-ER	Raf
ey	Mpe
Egfr	hh
Smn	Atf6
Inx2	shg
btl|stumps	tou
scrib	CycE
klu	N
pnr	kis
bw	Mod(Prat:bw)1-3
Myb	nej
Myc|ago	puf
ct	stai
aop	EY3-5
Csk	Sin3A
Ent2	AdoR
pnr	EP3621
NiPp1	I-2
ct|mod(mdg4)	Sumo|lwr
Sxl|snf	AspRS
dome	en
trx|ash1	His2Av
rpr	Stat92E
Eogt|Dcr-2	mam
ftz	how
Akr1B|CG10638	Mondo
y	Taf9
mam	Sema2b
H	Atg4b
N	toe
shn	brk
Vap33	Atg1
RIOK1	p53
btl::tor	vap
puc|Moe	POSH
pbl	CycB3|CycB
Nup44A	RagA-B
kon	Akt
Ras85D	pnut
lncRNA:let7C	chinmo
Trf4-1	Rrp6
Ask1	Mkk4
fzr	CycB3
Bub3	grp
pbl	CycH
Syx1A	Etl1
vtd	mTor
ima	Rel
Piezo	TrpA1
Chi	CG9932
stet	dpp
pk	Klc
Sry-δ	bcd
Noc1	egr
lok	Kdm3
Nab2	stan
Kr	Vha55
vn	grk
e(y)3	brm
Patronin	yki
egh	foxo
spn-A	eIF1A
Kr	S
Pi3K92E|btl::Egfr	Sin1
wg	Mi-2
pnr	EP416
Wnt5	fz2
Ppt1	Imp
trc	ATPsynβ
dome	Stat92E
ari-1	ftz-f1
wek	tub
pbl	GS9605
Psi	dlp
ph-p|Dcr-2	Su(H)
sev|Ras85D	kis
Kap-α3	sev
DAAM	pk
U2af50	Iswi
Rel	hop
L	emc
comt|SERCA	kay
N	M285
Ras85D	EY3-2
lsn	N
Snr1	ECSIT
Dcp-1	Atg18a
yata	Appl
ovo	Sxl
C3G	ksr
mirr	Pax
stumps	Smn
aurA	mei-41
Pvr	Pvf1
ninaE	CG2004
chb	trbl
stan	Vang
Src42A	Ras85D
Vps15	Lkb1
meigo	ninaE
Pi3K92E|btl::Egfr	Akt
Chi	CtsF
sisA|msl-3|sc	Sxl
fz	mwh
peb	l(2)s1878
Mgtor	pros
pav|tum	wg
pnr	Hr39
pzg	N
Pink1	Opa1
btl	Ras85D
dome	Sox100B
Apc2|Ras85D|Apc	pan
Mkp3	Ras85D
Pink1	BNIP3|Uch
Dref	J29
Rbfox1	spdo
Ras85D|dlg1	gbb
Kap-α3	tutl
wit	twit
fz	nkd
dom	rept
Ras85D|PpV	bsk
PGRP-LF	Tak1
Grx1	Ctr1B
Neto	Mad
fng	Hipk
tkv	hep
sgg	wg
fog	smog
N	bsk
Schip1	Tao
L	CG42709
Tsp66E	if
Tm1	stan
N	neur
Rbf|Stam	hid
wcy	mTor
chm	puc
obk	hyd
Him	Mef2
Snr1	lin-28
y|ph-p	Su(y)P31
CanB|Pp2B-14D	Ras85D
Pi3K92E	Trpm
SkpA	rpr
ksr::tor	MESK4
msps	Abl
atos	Nprl2
ro	ato
smo	pav
grim::rpr	SkpA
ash1|mod(mdg4)	trx
Ced-12	msk
mod(mdg4)	lawc
Klp61F	sub
Cka	tkv
w	brm
sgl|w	hh
CG42709	CycE
InR	Sesn
dom	RpS9
DnaJ-1	lz
Madm	GluRIIA
Xport-A	trpl
Bx	N
Strip	DCTN1-p150
cutlet	RfC38
Ras85D	Sos
Cubn	Zw
Cln7	rictor
Rac1	fra
wit	sax|tkv
btl|stumps	RhoGEF2
sog	fw
Pc	Sam-S
scrib	msn
Ras85D	slbo
Cul1	Akt
msn	Madm
Ras85D|l(2)gl	mir-ban
Ocrl	Rab11
fz2	LanA
iav	RyR
dally	sll
upd1	hh
Smox	CG8420
Pten	wdb
pnr	smo
Mad	put
CycE	S(Sev-CycE)D30
eas	GABA-B-R2
rl	ed
Sin3A|Csk	bsk
spn-D	Brca2
hop	upd1
brm	Dab
hb	ftz
Bx	CG9932
Snr1	Sik2
smo	hh
Ras85D	p53|Apc|Med
shi	Col4a1|vkg
faf	lqf
H	qsm
qtc	Desat1
nmo	unc-13-4A
Nf1	car
botv	dpp
upd1	CycA
sc	su(Hw)
Mmp2	dlp
ksr::tor	MESR4
Tgs1	moi
Pvr	bol
unc-5	NetB|NetA
sli	robo1|ena
Pax	LIMK1
mdy	Hnf4
nom	nvd
spn-B	mei-41
pbl	CG3036
brm	aop
spz5|NT1	Toll-7
Pisd	ninaE
C3G	Ras85D
IntS8	erm
N	mir-278
ct	mRpL4
pbl	numb
gb	mGluR
Nos	Irp-1A
smo	gig
Ras85D	βggt-I
cv-c	Dys
rno|Rbf	Dronc
png	mts
Ras85D|dlg1	sog
peb	l(2)k10001
Gprk2	Pka-C1
l(2)gd1	vg
Tsc1	Hsc70-4
Pp2B-14D	CanB2
gcm	gcm2
Adv	bs
l(2)gl	park
grim	Spn27A
hid	NimC4
rho|vn	bs
Kr	Sc2
egr	Gtpx
shot	tau
vap	rho
BicD	Khc
Tsc1|gig	Hr3
Tg	Pink1
vn	Prosβ6
Smox	stg
nmo	Clk
ash2	bs
DAAM	dsh
N	vn
hop	brm
rl	Prp19
ATP7	Ctr1A
SNF4Aγ	Fpps
βTub85D	mrn
DAAM	Src42A
gl	E(gl)2B
Pi3K92E	E-3c1
TrpA1	Sod2
Tm1	E(To)1
CycB	DCTN1-p150
sli	scb|LanA
Myo31DF	Myo61F|Myo95E
sca	sca::Hsap\FGB
